"","all_genes_used"
"4906","PRRC1"
"4907","GRB14"
"4908","FAM189A1"
"4909","B9D2"
"4910","ANXA13"
"4911","MSGN1"
"4912","FLJ36000"
"4913","NCEH1"
"4914","C6orf163"
"4915","IDUA"
"4916","C1orf52"
"4917","TRPV3"
"4918","LINC00282"
"4919","NUS1"
"4920","PSG4"
"4921","GYG2P1"
"4922","OR56A3"
"4923","MTERFD1"
"4924","SURF4"
"4925","DDX39A"
"4926","NKX2-1"
"4927","RGS1"
"4928","RACGAP1"
"4929","ZNF592"
"4930","RAB6A"
"4931","LOC100130776"
"4932","TMEM104"
"4933","ARL6"
"4934","ZNF669"
"4935","CLVS1"
"4936","FAM184A"
"4937","FLJ39639"
"4938","MATR3"
"4939","DACH1"
"4940","PLEKHA4"
"4941","SARS2"
"4942","CDC37"
"4943","HP"
"4944","COPS7A"
"4945","KCTD20"
"4946","ALCAM"
"4947","OR7C1"
"4948","XPNPEP1"
"4949","KLHL35"
"4950","C1QTNF2"
"4951","AVIL"
"4952","SCAF11"
"4953","LIN52"
"4954","GEN1"
"4955","CFHR3"
"4956","TP53RK"
"4957","PRPF3"
"4958","DAAM1"
"4959","IL28A"
"4960","RSBN1"
"4961","CPEB4"
"4962","SAAL1"
"4963","TM2D1"
"4964","KIAA1407"
"4965","CAGE1"
"4966","SIGMAR1"
"4967","SERPINB6"
"4968","SIGLEC6"
"4969","CAMTA1"
"4970","OGDH"
"4971","ZNF141"
"4972","LOC100126784"
"4973","PRODH"
"4974","SNN"
"4975","GGH"
"4976","C17orf62"
"4977","CYP4F3"
"4978","RNF186"
"4979","ZFP90"
"4980","GAL3ST4"
"4981","CR2"
"4982","GPR37L1"
"4983","LOC642846"
"4984","DDOST"
"4985","SEPT7P2"
"4986","TRPV6"
"4987","PPIP5K2"
"4988","LOC152225"
"4989","MSH6"
"4990","FARS2"
"4991","C12orf59"
"4992","LRIG1"
"4993","SHROOM1"
"4994","NUDT16"
"4995","CYP24A1"
"4996","EXOC7"
"4997","COQ7"
"4998","ALG10"
"4999","PTP4A1"
"5000","GOSR2"
"5001","MS4A14"
"5002","CTCFL"
"5003","KCNMB2"
"5004","TBL3"
"5005","C17orf85"
"5006","SERTAD1"
"5007","F7"
"5008","GABRA4"
"5009","ZNF174"
"5010","FLJ43663"
"5011","HECTD3"
"5012","SPDYC"
"5013","RBM26"
"5014","SLC11A1"
"5015","LOC100129794"
"5016","MYOM3"
"5017","LYPLAL1"
"5018","CCKBR"
"5019","YTHDF1"
"5020","TYRP1"
"5021","DDR1"
"5022","TEC"
"5023","MYO18A"
"5024","LIMS2"
"5025","UNC93A"
"5026","POLDIP2"
"5027","RBM42"
"5028","ZBTB8A"
"5029","ACTBL2"
"5030","SNRPD3"
"5031","ERCC6L"
"5032","ZNF506"
"5033","C2orf42"
"5034","LRIT2"
"5035","BK250D10.8"
"5036","YARS"
"5037","SPAG4"
"5038","MOB2"
"5039","TUBB6"
"5040","KIAA0100"
"5041","ADK"
"5042","TEX9"
"5043","LOC389834"
"5044","USP20"
"5045","IP6K2"
"5046","NLN"
"5047","N4BP2"
"5048","RGPD1"
"5049","TMPRSS13"
"5050","E2F7"
"5051","LRP5"
"5052","LOC100652791"
"5053","FLJ36777"
"5054","PPP1R32"
"5055","QRFP"
"5056","LRRC16A"
"5057","GPR135"
"5058","MAD2L1"
"5059","FOXD4L1"
"5060","KIAA0564"
"5061","CHIT1"
"5062","TTBK2"
"5063","PCDHB3"
"5064","C5orf55"
"5065","NEFM"
"5066","AFG3L1P"
"5067","DNAJC15"
"5068","LOC100288778"
"5069","MRM1"
"5070","SYNJ2BP"
"5071","AIMP1"
"5072","ONECUT3"
"5073","DUT"
"5074","C20orf160"
"5075","CHTOP"
"5076","CHADL"
"5077","SLC35F3"
"5078","RRAGD"
"5079","CYP2U1"
"5080","CASP3"
"5081","TCL1A"
"5082","LEPREL1"
"5083","RARRES1"
"5084","DOPEY1"
"5085","PCP2"
"5086","SIGLECP3"
"5087","CITED1"
"5088","DLX3"
"5089","CSF3"
"5090","TM4SF4"
"5091","TMEM42"
"5092","DCAF10"
"5093","PAPOLA"
"5094","VCL"
"5095","ADSS"
"5096","PPP2CA"
"5097","ARL10"
"5098","DOK7"
"5099","MPZ"
"5100","TRIM54"
"5101","ZNF643"
"5102","PEX5"
"5103","PASK"
"5104","NWD1"
"5105","SIGLEC16"
"5106","CTSF"
"5107","ZFYVE9"
"5108","MYO3B"
"5109","LOC100288615"
"5110","DLX6-AS1"
"5111","IL13RA1"
"5112","SLC25A5-AS1"
"5113","PCSK9"
"5114","MCOLN1"
"5115","C14orf166"
"5116","CEACAM21"
"5117","NOS1AP"
"5118","WDR92"
"5119","ARHGEF19"
"5120","RBFOX2"
"5121","ZNF391"
"5122","IHH"
"5123","ZFAND2B"
"5124","KIF18A"
"5125","SLC25A15"
"5126","PRR16"
"5127","IKZF3"
"5128","METAP1D"
"5129","FAM118A"
"5130","PAX5"
"5131","PRRT3"
"5132","SLC38A4"
"5133","SON"
"5134","STX5"
"5135","CCDC90B"
"5136","RUNX1-IT1"
"5137","HNF4A"
"5138","KLHL18"
"5139","HSPA12B"
"5140","C1orf88"
"5141","NOLC1"
"5142","PSMB4"
"5143","LOC100132273"
"5144","LOC100101266"
"5145","CYB5R3"
"5146","C15orf57"
"5147","PCDHB14"
"5148","MAP2K3"
"5149","FAM108C1"
"5150","IL8"
"5151","LOC285548"
"5152","UPK1A"
"5153","ARMCX4"
"5154","LCNL1"
"5155","ACVR2B"
"5156","C19orf59"
"5157","CACNG6"
"5158","SRD5A1"
"5159","FLJ42289"
"5160","CCDC97"
"5161","C16orf71"
"5162","EGFR"
"5163","DDN"
"5164","NXF1"
"5165","CHMP6"
"5166","CCNC"
"5167","CCDC163P"
"5168","DNAH8"
"5169","ARMCX3"
"5170","SNTG2"
"5171","ZNF467"
"5172","STATH"
"5173","UBE2I"
"5174","CBX8"
"5175","C10orf118"
"5176","KCNE3"
"5177","SCO1"
"5178","EWSR1"
"5179","RBM28"
"5180","VGF"
"5181","ZNRD1"
"5182","GZMB"
"5183","LSM12"
"5184","PPP1R13B"
"5185","ANKRD39"
"5186","H3F3B"
"5187","MCTP1"
"5188","HIST1H2AK"
"5189","PPP1R8"
"5190","UFSP1"
"5191","SOX11"
"5192","EPHX2"
"5193","MTHFS"
"5194","KIAA1984"
"5195","LOC100134868"
"5196","FAM69A"
"5197","MYBL2"
"5198","CBLB"
"5199","C8orf77"
"5200","SFTPA2"
"5201","GCFC1"
"5202","PCDHGA2"
"5203","DOCK3"
"5204","ENTHD1"
"5205","LOC100506668"
"5206","LY6G5C"
"5207","CENPQ"
"5208","DNAJC12"
"5209","NADSYN1"
"5210","PRR7"
"5211","ZBTB20"
"5212","NOXO1"
"5213","TRIM52"
"5214","HCG27"
"5215","CAMK2G"
"5216","SLC26A4"
"5217","MED29"
"5218","PHACTR2"
"5219","MFSD6"
"5220","KDM1B"
"5221","ASAP3"
"5222","SORBS3"
"5223","BUB3"
"5224","FER1L6"
"5225","CCDC11"
"5226","LOC100505679"
"5227","STK10"
"5228","ATP5G3"
"5229","CCDC24"
"5230","VPREB3"
"5231","AKIRIN2-AS1"
"5232","MGEA5"
"5233","RHOT1"
"5234","HOMER3"
"5235","RPS18"
"5236","TBCK"
"5237","NKX2-5"
"5238","MAPKAPK2"
"5239","NAA35"
"5240","LOC100506730"
"5241","DQX1"
"5242","PRR9"
"5243","NISCH"
"5244","POLR2D"
"5245","OLFM2"
"5246","SAMD3"
"5247","ICMT"
"5248","ATG7"
"5249","MGC12982"
"5250","EIF5B"
"5251","GTF2I"
"5252","SYT5"
"5253","HEXDC"
"5254","FKBP1A"
"5255","XRCC1"
"5256","CDC42EP2"
"5257","LOC100129617"
"5258","PTRH2"
"5259","GALNS"
"5260","KRT23"
"5261","RBBP8"
"5262","BRCA1"
"5263","CA13"
"5264","PDAP1"
"5265","HSF4"
"5266","LINC00174"
"5267","SRP68"
"5268","C1orf213"
"5269","PCDHGC5"
"5270","LOC728875"
"5271","CHCHD3"
"5272","VPS4A"
"5273","ZNF800"
"5274","RTN3"
"5275","BEGAIN"
"5276","CRISP3"
"5277","KCNJ14"
"5278","CD1B"
"5279","OLIG1"
"5280","CERS1"
"5281","EARS2"
"5282","PPP1R3B"
"5283","FAM63B"
"5284","IFT52"
"5285","CCDC71"
"5286","TTK"
"5287","FAM214A"
"5288","PSMC5"
"5289","IMPDH1"
"5290","AP1M1"
"5291","ATRN"
"5292","LOC100507577"
"5293","DICER1-AS1"
"5294","TAOK1"
"5295","ST18"
"5296","PTK2B"
"5297","PYGO2"
"5298","RPRD1A"
"5299","SPCS1"
"5300","GCGR"
"5301","CLCN6"
"5302","MYO3A"
"5303","DBX2"
"5304","COPS6"
"5305","SNAPC1"
"5306","RASA2"
"5307","SLC30A5"
"5308","GLIS1"
"5309","HOXD9"
"5310","DNALI1"
"5311","LRRC37A3"
"5312","JMJD7-PLA2G4B"
"5313","IKBKAP"
"5314","DGCR6L"
"5315","NECAB2"
"5316","PDCD4"
"5317","GABRA3"
"5318","KLRB1"
"5319","LOC284408"
"5320","TTC30A"
"5321","DKKL1"
"5322","POTEE"
"5323","ANAPC1"
"5324","C5orf27"
"5325","MIOX"
"5326","CTSS"
"5327","C14orf101"
"5328","COX6C"
"5329","MKLN1"
"5330","RPAP2"
"5331","C9orf30"
"5332","SLC25A4"
"5333","ZNF441"
"5334","KRT5"
"5335","FAM3A"
"5336","UPK1B"
"5337","CDCP2"
"5338","SF3B5"
"5339","TSPAN13"
"5340","STK19"
"5341","HS3ST5"
"5342","RUSC1-AS1"
"5343","FAM73A"
"5344","LOC100499177"
"5345","PRPS2"
"5346","CYP2C8"
"5347","SHC2"
"5348","LOC100129716"
"5349","PRKAB2"
"5350","C1QC"
"5351","KIAA1530"
"5352","PKP4"
"5353","NOMO2"
"5354","PCDHB8"
"5355","MTERF"
"5356","CACNB3"
"5357","ZNF48"
"5358","TMEM191B"
"5359","TMEM182"
"5360","ZYG11A"
"5361","AFF2"
"5362","PIGF"
"5363","PITPNA"
"5364","PIGP"
"5365","KATNAL1"
"5366","TEAD1"
"5367","CIZ1"
"5368","C1GALT1C1"
"5369","MAP3K1"
"5370","HAUS6"
"5371","ATF6"
"5372","RNF6"
"5373","TXNRD2"
"5374","ICA1L"
"5375","RNF169"
"5376","POU2F1"
"5377","PTGDS"
"5378","E2F3"
"5379","ORC3"
"5380","FBXO27"
"5381","POC1B"
"5382","CHUK"
"5383","STK17A"
"5384","FLJ35024"
"5385","SPINK8"
"5386","HOXC11"
"5387","MIA-RAB4B"
"5388","URI1"
"5389","MON1A"
"5390","RSL24D1"
"5391","DKFZP434I0714"
"5392","ZNHIT2"
"5393","TSPAN19"
"5394","C20orf94"
"5395","PLEKHG5"
"5396","TMEM151A"
"5397","PXK"
"5398","LOC155060"
"5399","KLHL8"
"5400","KIR3DL2"
"5401","MRPL48"
"5402","SLC16A3"
"5403","BARD1"
"5404","LOC100507463"
"5405","HOXA5"
"5406","ITPKB"
"5407","CTXN1"
"5408","FAM50B"
"5409","GSTA1"
"5410","ZNF675"
"5411","REN"
"5412","GLB1L3"
"5413","HOXA3"
"5414","CCDC91"
"5415","BDNF"
"5416","SNRNP27"
"5417","APOBEC1"
"5418","PLCZ1"
"5419","RNF213"
"5420","KCNJ16"
"5421","ANKRD12"
"5422","TMEM205"
"5423","TRPM8"
"5424","LOC100128292"
"5425","PLK1S1"
"5426","ATXN1L"
"5427","PPP2R1B"
"5428","LCN1"
"5429","RAB2A"
"5430","BAIAP3"
"5431","EXOSC1"
"5432","TRAF3IP2"
"5433","LOC389705"
"5434","BZW1"
"5435","GSTM2"
"5436","SPOCK1"
"5437","CREB3L4"
"5438","DYNLRB1"
"5439","C6orf222"
"5440","LYSMD3"
"5441","LOC100507250"
"5442","POGLUT1"
"5443","TSPAN7"
"5444","INTS4L1"
"5445","SLC27A1"
"5446","ZNF518A"
"5447","MKNK1"
"5448","HGFAC"
"5449","HTN1"
"5450","LOC100272228"
"5451","LINC00162"
"5452","C17orf104"
"5453","TFPI"
"5454","SCOC"
"5455","UBLCP1"
"5456","SHF"
"5457","UBE2A"
"5458","RASSF7"
"5459","PRDM6"
"5460","AKAP8L"
"5461","IARS2"
"5462","ELAVL1"
"5463","PET112"
"5464","ABCA11P"
"5465","C8orf48"
"5466","SEC24C"
"5467","THAP2"
"5468","LOC286442"
"5469","NCOA2"
"5470","CEP250"
"5471","CHEK2"
"5472","RNF41"
"5473","PPIP5K1"
"5474","PROC"
"5475","POLR2I"
"5476","ZNRF1"
"5477","SHISA7"
"5478","TTC23"
"5479","SLC26A6"
"5480","IL22"
"5481","ZNF292"
"5482","FAM54A"
"5483","KCNIP2"
"5484","ARSA"
"5485","GTF2H5"
"5486","RPL10A"
"5487","IFITM10"
"5488","EIF4G2"
"5489","IER5L"
"5490","SLCO1B7"
"5491","UCN3"
"5492","C20orf202"
"5493","ZNF324B"
"5494","RBM26-AS1"
"5495","EID1"
"5496","LOC256021"
"5497","DDI2"
"5498","CYP7B1"
"5499","EXOC4"
"5500","CKMT2"
"5501","BNIP1"
"5502","RAB18"
"5503","CDKN2AIP"
"5504","TNKS1BP1"
"5505","RBP5"
"5506","MYO10"
"5507","KDM4D"
"5508","DKFZp434J0226"
"5509","IRS1"
"5510","C17orf48"
"5511","CH25H"
"5512","HAGHL"
"5513","TSNAXIP1"
"5514","TGIF1"
"5515","LOC678655"
"5516","IL36RN"
"5517","KIAA1328"
"5518","LOC100329109"
"5519","ZNF827"
"5520","ZIC2"
"5521","C12orf52"
"5522","FBRSL1"
"5523","SIRT4"
"5524","RPS26"
"5525","CHD2"
"5526","JOSD2"
"5527","GEMIN8"
"5528","VPS37D"
"5529","DPH3P1"
"5530","OTP"
"5531","CDC42BPG"
"5532","SPOCK3"
"5533","VCPIP1"
"5534","FAM123B"
"5535","RERE"
"5536","LOC439994"
"5537","HMGA2"
"5538","DEF8"
"5539","ACAP2"
"5540","PPAPDC1A"
"5541","LIMA1"
"5542","BLK"
"5543","ZNF77"
"5544","IFI44L"
"5545","RIPK3"
"5546","EBLN2"
"5547","CORO2A"
"5548","KIAA1430"
"5549","C9orf96"
"5550","LPPR5"
"5551","SLC39A8"
"5552","PSPC1"
"5553","LOC100506746"
"5554","ROCK2"
"5555","GLT8D1"
"5556","NDUFAF3"
"5557","FNIP1"
"5558","CLN5"
"5559","SNCG"
"5560","C1GALT1"
"5561","ZNF566"
"5562","EPB41L4A-AS1"
"5563","RPSA"
"5564","MAPK12"
"5565","MYO1D"
"5566","PPP1R1C"
"5567","DCAF7"
"5568","RPL39L"
"5569","MRS2P2"
"5570","RASSF6"
"5571","LOC729603"
"5572","ADI1"
"5573","ALDH4A1"
"5574","EREG"
"5575","RPL26L1"
"5576","SLC29A1"
"5577","KIAA0020"
"5578","EXT1"
"5579","WDR70"
"5580","C17orf101"
"5581","C2CD2L"
"5582","AGGF1"
"5583","SSTR1"
"5584","ZFP37"
"5585","ARMC10"
"5586","ATP2C2"
"5587","TMEM5"
"5588","RPLP0"
"5589","USP25"
"5590","LCA5L"
"5591","TBC1D12"
"5592","PMS2CL"
"5593","TRIM34"
"5594","PEX19"
"5595","POFUT2"
"5596","C22orf46"
"5597","SLC26A2"
"5598","HEY2"
"5599","GRB2"
"5600","PGM5P2"
"5601","TSGA10"
"5602","LIPT2"
"5603","RASL10A"
"5604","SEMA6B"
"5605","CCDC15"
"5606","TRAK1"
"5607","RSPRY1"
"5608","MRPL34"
"5609","BRSK2"
"5610","LOC100133985"
"5611","CYP4F22"
"5612","SHANK1"
"5613","SERPINA3"
"5614","DR1"
"5615","SCN2A"
"5616","ZNF780A"
"5617","ATF1"
"5618","TCF20"
"5619","SLC7A1"
"5620","TSEN15"
"5621","ARPP21"
"5622","TMEM59L"
"5623","MYO7B"
"5624","MMP1"
"5625","LOC100216545"
"5626","PPIC"
"5627","LMOD3"
"5628","CCT3"
"5629","EP300"
"5630","FEZF1"
"5631","TRIM16L"
"5632","SPAG16"
"5633","MDP1"
"5634","NMNAT2"
"5635","MYL4"
"5636","ATP6AP1"
"5637","POLR2J2"
"5638","GLIS3"
"5639","LINC00294"
"5640","PAK1IP1"
"5641","LOC642236"
"5642","PI4KAP1"
"5643","TSPO"
"5644","PINK1"
"5645","FLJ45983"
"5646","TRAM1L1"
"5647","RAB3IP"
"5648","KHDC1L"
"5649","COX10"
"5650","SLC1A3"
"5651","LOC283683"
"5652","RPL17-C18ORF32"
"5653","LOC619207"
"5654","KDELR1"
"5655","ITGB5"
"5656","ZNF138"
"5657","INTS6"
"5658","ZNF766"
"5659","PRKAR1B"
"5660","C17orf75"
"5661","KIAA0240"
"5662","MLIP"
"5663","LOC100216001"
"5664","MLPH"
"5665","HNRNPK"
"5666","RBL2"
"5667","RFESD"
"5668","ZNF498"
"5669","COX11"
"5670","CDK9"
"5671","TTC33"
"5672","CEACAM19"
"5673","UPK2"
"5674","CLEC4D"
"5675","HDAC9"
"5676","MMP12"
"5677","LOC728739"
"5678","SNX8"
"5679","ACTL10"
"5680","SPESP1"
"5681","RPL13P5"
"5682","DOCK5"
"5683","ZNF250"
"5684","CCDC47"
"5685","LOC100271722"
"5686","RIMBP3"
"5687","TPX2"
"5688","BAZ1A"
"5689","IGSF5"
"5690","SORBS1"
"5691","TEFM"
"5692","SUGP1"
"5693","SLC25A33"
"5694","USP6NL"
"5695","LY6G6F"
"5696","SF3B2"
"5697","FTCD"
"5698","DDO"
"5699","TCEANC"
"5700","RBM20"
"5701","SLC2A14"
"5702","CDRT1"
"5703","RBM6"
"5704","TAC3"
"5705","RGP1"
"5706","PTPN2"
"5707","PTGFRN"
"5708","AQR"
"5709","SMAD5"
"5710","DCAF17"
"5711","TNS4"
"5712","PGLYRP2"
"5713","SEC31A"
"5714","TMEM102"
"5715","SLC30A9"
"5716","PKD1P1"
"5717","HLA-F"
"5718","C19orf35"
"5719","ZC3HAV1"
"5720","IGFLR1"
"5721","CNTNAP4"
"5722","KIF23"
"5723","ARF3"
"5724","ZBTB44"
"5725","ZNF648"
"5726","GNL1"
"5727","RPL13"
"5728","NDUFA3"
"5729","POLR2K"
"5730","FCAMR"
"5731","DOPEY2"
"5732","C22orf43"
"5733","ANKRD6"
"5734","MOV10"
"5735","LINS"
"5736","TMX1"
"5737","FH"
"5738","DIP2C"
"5739","GORASP2"
"5740","ARHGEF25"
"5741","KIFC3"
"5742","FLYWCH2"
"5743","PBX2"
"5744","BMP3"
"5745","ACOT2"
"5746","PAFAH1B2"
"5747","NCOA4"
"5748","CASP4"
"5749","CES5A"
"5750","FOPNL"
"5751","ARL11"
"5752","LCOR"
"5753","SND1"
"5754","MTA2"
"5755","CENPO"
"5756","LACTB2"
"5757","CC2D1B"
"5758","POLR3D"
"5759","ORC1"
"5760","TRIM56"
"5761","IL18"
"5762","RNF133"
"5763","NCOA3"
"5764","PROX1"
"5765","ARHGEF37"
"5766","CPSF6"
"5767","SPZ1"
"5768","SCGB1A1"
"5769","BHLHE22"
"5770","PRAM1"
"5771","LARP1B"
"5772","RYR2"
"5773","DUSP3"
"5774","TMEM217"
"5775","NME2"
"5776","SYT13"
"5777","SRRM1"
"5778","CUEDC1"
"5779","PRKCH"
"5780","SLC5A3"
"5781","ZNF284"
"5782","HLA-B"
"5783","PMAIP1"
"5784","LOC154860"
"5785","DMWD"
"5786","ZNF207"
"5787","PAPOLG"
"5788","FRAT1"
"5789","GGT1"
"5790","PRR19"
"5791","ZKSCAN5"
"5792","CRELD2"
"5793","MUM1L1"
"5794","CIR1"
"5795","PTPLB"
"5796","KCTD14"
"5797","PRKDC"
"5798","TLN2"
"5799","SOX2"
"5800","ZNF865"
"5801","SNF8"
"5802","FKRP"
"5803","NAIF1"
"5804","BEST4"
"5805","C1QTNF9B"
"5806","CCDC132"
"5807","SYT15"
"5808","NLRX1"
"5809","KIF24"
"5810","CD47"
"5811","BMS1"
"5812","TRIAP1"
"5813","CD36"
"5814","RGS2"
"5815","CPA6"
"5816","RBM47"
"5817","PIP5KL1"
"5818","CASC2"
"5819","TMEM22"
"5820","ZNF204P"
"5821","LRRIQ4"
"5822","MLL4"
"5823","PELI3"
"5824","RPRML"
"5825","GIT1"
"5826","STEAP3"
"5827","SATB1"
"5828","MOGS"
"5829","CAV3"
"5830","LOC158696"
"5831","ZNF683"
"5832","PIGB"
"5833","GALNT9"
"5834","HLA-DRB6"
"5835","C6orf225"
"5836","CRYBA2"
"5837","PLEKHA8"
"5838","FMO4"
"5839","ZNF609"
"5840","CCDC18"
"5841","STX11"
"5842","MICALCL"
"5843","RBM39"
"5844","ZFP57"
"5845","LINC00158"
"5846","FLJ30403"
"5847","LOC285441"
"5848","BCL2L11"
"5849","TRIO"
"5850","OR3A2"
"5851","LOC282997"
"5852","LINC00461"
"5853","MCOLN3"
"5854","KCNJ11"
"5855","CTBP1"
"5856","CDC37L1"
"5857","DGUOK"
"5858","MAST1"
"5859","ZNF791"
"5860","KCTD13"
"5861","MBTD1"
"5862","INPPL1"
"5863","HAR1A"
"5864","SLC6A11"
"5865","KDELC1"
"5866","ZNF474"
"5867","TACR1"
"5868","CRHR2"
"5869","CFLAR"
"5870","CWC15"
"5871","ZNF577"
"5872","ZNF793"
"5873","SENP1"
"5874","DARC"
"5875","C1orf112"
"5876","CPSF3L"
"5877","FCN1"
"5878","CISD1"
"5879","MRPL51"
"5880","CDSN"
"5881","ITLN1"
"5882","WDR45L"
"5883","CXorf40A"
"5884","RAB6B"
"5885","RPS6KA2"
"5886","S1PR4"
"5887","ARMC3"
"5888","GNB2L1"
"5889","FAM183B"
"5890","SCARNA16"
"5891","RMI1"
"5892","CNN1"
"5893","KIAA2018"
"5894","ASB5"
"5895","FLJ43681"
"5896","ELK4"
"5897","TMEM130"
"5898","NXT2"
"5899","LOC285084"
"5900","ASTN2"
"5901","DHRS12"
"5902","LMO2"
"5903","ELMOD3"
"5904","NAB2"
"5905","AKT1S1"
"5906","BID"
"5907","FOSL2"
"5908","SIGLEC14"
"5909","SKIL"
"5910","WDR67"
"5911","C1orf27"
"5912","KSR1"
"5913","SDHAP1"
"5914","LRIT3"
"5915","OTUD6B"
"5916","SFR1"
"5917","FPR2"
"5918","WDR91"
"5919","DET1"
"5920","DUXA"
"5921","TTC12"
"5922","GATSL3"
"5923","MAK16"
"5924","TCTA"
"5925","NSUN6"
"5926","RAD52"
"5927","USP40"
"5928","HAUS8"
"5929","SLC22A15"
"5930","GPR126"
"5931","SPATA17"
"5932","PCBD1"
"5933","C1QBP"
"5934","AFMID"
"5935","VILL"
"5936","KRBA2"
"5937","LOC100127888"
"5938","ARPC1B"
"5939","FAM69B"
"5940","CBX4"
"5941","ISM1"
"5942","MATN1"
"5943","CNKSR3"
"5944","EPGN"
"5945","WWC1"
"5946","NDUFV1"
"5947","MAP3K4"
"5948","OLFML2A"
"5949","ALG2"
"5950","UBN2"
"5951","ATAT1"
"5952","C3orf80"
"5953","ATAD3C"
"5954","QARS"
"5955","SVEP1"
"5956","FECH"
"5957","DHX16"
"5958","SESN1"
"5959","VWF"
"5960","WHAMMP3"
"5961","PHF1"
"5962","USP21"
"5963","ADRB1"
"5964","ZMYND10"
"5965","MIER2"
"5966","RABEPK"
"5967","LOC143188"
"5968","GUCY2C"
"5969","C5orf4"
"5970","FICD"
"5971","FAM156A"
"5972","PDZD7"
"5973","ARHGAP10"
"5974","MSMP"
"5975","EVI5"
"5976","SMO"
"5977","IQCD"
"5978","POLRMT"
"5979","G2E3"
"5980","TSC22D3"
"5981","TRPC4AP"
"5982","SAMD12-AS1"
"5983","SUV39H1"
"5984","CCRL1"
"5985","CXCL14"
"5986","CCDC165"
"5987","SCNM1"
"5988","IL11"
"5989","FAM179A"
"5990","POU5F1"
"5991","ZNF222"
"5992","ZNF555"
"5993","D2HGDH"
"5994","SLBP"
"5995","MATL2963"
"5996","SLC23A3"
"5997","GFPT1"
"5998","LOC100507401"
"5999","IFT46"
"6000","PLA2G4F"
"6001","CBWD6"
"6002","RPF2"
"6003","FAN1"
"6004","ENO3"
"6005","ZNF468"
"6006","CDR2"
"6007","MS4A6A"
"6008","NRN1"
"6009","PTPN1"
"6010","LOC100652770"
"6011","SLC4A10"
"6012","ARNTL"
"6013","ST20"
"6014","TAF7L"
"6015","ERAL1"
"6016","ALDH1A3"
"6017","NEUROG2"
"6018","RABEP2"
"6019","RNF207"
"6020","CTNNB1"
"6021","GPRIN2"
"6022","CD1D"
"6023","SNX25"
"6024","SDR39U1"
"6025","SPATA2L"
"6026","CAPN8"
"6027","LOC284454"
"6028","CYB5A"
"6029","DCAF15"
"6030","TRIM31"
"6031","IGSF1"
"6032","PEX6"
"6033","RER1"
"6034","PITRM1"
"6035","MIS18A"
"6036","PLDN"
"6037","LMX1A"
"6038","SPTB"
"6039","ETV4"
"6040","C15orf34"
"6041","GPR179"
"6042","SUN1"
"6043","PAPPA2"
"6044","ZNF781"
"6045","NKRF"
"6046","NEK3"
"6047","FOXK1"
"6048","MC1R"
"6049","LRRK2"
"6050","MKI67IP"
"6051","LOC144481"
"6052","C17orf77"
"6053","GTDC1"
"6054","ADAM21"
"6055","NADK"
"6056","GLIPR1L2"
"6057","RTN4"
"6058","LYRM5"
"6059","RAX"
"6060","LOC100652730"
"6061","KIAA1715"
"6062","SH2D1B"
"6063","ABCC3"
"6064","SCYL1"
"6065","TLCD2"
"6066","VGLL1"
"6067","KIF14"
"6068","PRUNE"
"6069","TRNAU1AP"
"6070","SS18"
"6071","VKORC1"
"6072","APLN"
"6073","LOC653566"
"6074","DNAJC8"
"6075","CSNK2A2"
"6076","C21orf33"
"6077","PCBD2"
"6078","ZNF837"
"6079","SLC7A5P1"
"6080","LPP"
"6081","USP3"
"6082","TIMM50"
"6083","FAR2"
"6084","C8orf22"
"6085","FNDC4"
"6086","DKFZp686D0853"
"6087","RINL"
"6088","MAP2K5"
"6089","SPAG1"
"6090","CASKIN1"
"6091","TMEM187"
"6092","C20orf30"
"6093","RAD9B"
"6094","ADCY6"
"6095","NRP2"
"6096","CES1"
"6097","DGKH"
"6098","RAB3GAP2"
"6099","C15orf56"
"6100","TRIM61"
"6101","ZRSR2"
"6102","CYB561"
"6103","XAF1"
"6104","BANK1"
"6105","DPY19L2P3"
"6106","ARHGEF18"
"6107","TAF9B"
"6108","GSN"
"6109","ACBD6"
"6110","C4orf38"
"6111","NOX5"
"6112","MTL5"
"6113","CSE1L"
"6114","CHMP3"
"6115","TPM2"
"6116","TAS2R38"
"6117","PSMG2"
"6118","PSMD13"
"6119","DNAH17"
"6120","CASP6"
"6121","SYT7"
"6122","CRISPLD1"
"6123","GTPBP3"
"6124","MX2"
"6125","SLC7A4"
"6126","XRRA1"
"6127","PPP2R2D"
"6128","ZNF841"
"6129","RNF2"
"6130","LGALS8-AS1"
"6131","SRSF3"
"6132","XRCC6BP1"
"6133","C1orf133"
"6134","XPO4"
"6135","ZNF695"
"6136","COL6A4P1"
"6137","GLE1"
"6138","ESPL1"
"6139","NCLN"
"6140","C9orf171"
"6141","MYO1C"
"6142","RPL10"
"6143","NYNRIN"
"6144","PKDREJ"
"6145","RPS4Y1"
"6146","TUBGCP5"
"6147","MINK1"
"6148","DTNB"
"6149","C20orf141"
"6150","NR1H3"
"6151","MBTPS2"
"6152","CHRM4"
"6153","UBE4B"
"6154","FAM178A"
"6155","COMMD3"
"6156","APLP1"
"6157","FAM214B"
"6158","ADAM23"
"6159","LMTK3"
"6160","MKNK2"
"6161","COMMD7"
"6162","TBC1D20"
"6163","PDS5B"
"6164","TPRKB"
"6165","PSMD10"
"6166","FOXN3"
"6167","RING1"
"6168","EIF2B4"
"6169","UAP1"
"6170","CAMKV"
