"","HPV+1","HPV+10","HPV+11","HPV+12","HPV+13","HPV+14","HPV+15","HPV+16","HPV+17","HPV+18","HPV+2","HPV+3","HPV+4","HPV+5","HPV+6","HPV+7","HPV+8","HPV+9","symbol"
"12624",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR384"
"12625",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3907"
"12626",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3908"
"12627",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3909"
"12628",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3910-1"
"12629",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3910-2"
"12630",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3911"
"12631",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3912"
"12632",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3913-1"
"12633",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3913-2"
"12634",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3914-1"
"12635",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3914-2"
"12636",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3916"
"12637",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3917"
"12638",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3918"
"12639",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3919"
"12640",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3920"
"12641",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3921"
"12642",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3922"
"12643",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3924"
"12644",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3925"
"12645",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3926-1"
"12646",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3926-2"
"12647",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3928"
"12648",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3935"
"12649",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3936"
"12650",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3938"
"12651",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3939"
"12652",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3940"
"12653",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3941"
"12654",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3942"
"12655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3943"
"12656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3944"
"12657",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3945"
"12658",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3960"
"12659",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3973"
"12660",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3974"
"12661",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3975"
"12662",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3976"
"12663",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3977"
"12664",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR3978"
"12665",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR409"
"12666",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR410"
"12667",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR411"
"12668",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR412"
"12669",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR421"
"12670",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR423"
"12671",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR424"
"12672",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR425"
"12673",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4251"
"12674",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4252"
"12675",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4253"
"12676",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4254"
"12677",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4255"
"12678",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4256"
"12679",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4257"
"12680",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4258"
"12681",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4260"
"12682",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4261"
"12683",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4262"
"12684",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4263"
"12685",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4264"
"12686",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4265"
"12687",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4266"
"12688",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4267"
"12689",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4268"
"12690",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4269"
"12691",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4270"
"12692",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4271"
"12693",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4272"
"12694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4273"
"12695",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4274"
"12696",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4275"
"12697",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4276"
"12698",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4277"
"12699",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4278"
"12700",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4279"
"12701",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4280"
"12702",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4281"
"12703",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4282"
"12704",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4283-1"
"12705",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4283-2"
"12706",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4284"
"12707",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4285"
"12708",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4287"
"12709",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4288"
"12710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4289"
"12711",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR429"
"12712",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4290"
"12713",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4291"
"12714",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4292"
"12715",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4294"
"12716",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4295"
"12717",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4296"
"12718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4297"
"12719",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4298"
"12720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4299"
"12721",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4300"
"12722",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4301"
"12723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4302"
"12724",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4303"
"12725",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4304"
"12726",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4305"
"12727",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4306"
"12728",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4307"
"12729",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4308"
"12730",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4309"
"12731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR431"
"12732",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4310"
"12733",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4311"
"12734",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4312"
"12735",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4313"
"12736",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4314"
"12737",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4315-1"
"12738",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4315-2"
"12739",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4316"
"12740",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4317"
"12741",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4318"
"12742",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4319"
"12743",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR432"
"12744",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4320"
"12745",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4321"
"12746",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4322"
"12747",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4323"
"12748",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4324"
"12749",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4325"
"12750",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4326"
"12751",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4327"
"12752",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4328"
"12753",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4329"
"12754",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR433"
"12755",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4330"
"12756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4417"
"12757",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4420"
"12758",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4422"
"12759",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4423"
"12760",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4424"
"12761",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4426"
"12762",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4427"
"12763",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4429"
"12764",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4432"
"12765",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4434"
"12766",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4435-1"
"12767",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4435-2"
"12768",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4436A"
"12769",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4436B1"
"12770",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4437"
"12771",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4439"
"12772",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4440"
"12773",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4441"
"12774",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4442"
"12775",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4443"
"12776",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4444-1"
"12777",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4446"
"12778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4449"
"12779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4450"
"12780",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4451"
"12781",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4453"
"12782",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4454"
"12783",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4456"
"12784",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4457"
"12785",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4458"
"12786",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4460"
"12787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4461"
"12788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4462"
"12789",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4464"
"12790",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4465"
"12791",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4466"
"12792",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4467"
"12793",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4468"
"12794",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4469"
"12795",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4470"
"12796",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4471"
"12797",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4472-1"
"12798",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4472-2"
"12799",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4473"
"12800",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4474"
"12801",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4475"
"12802",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4476"
"12803",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4478"
"12804",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4479"
"12805",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR448"
"12806",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4480"
"12807",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4482-1"
"12808",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4483"
"12809",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4484"
"12810",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4485"
"12811",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4486"
"12812",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4488"
"12813",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4489"
"12814",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4490"
"12815",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4491"
"12816",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4492"
"12817",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4493"
"12818",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4497"
"12819",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4498"
"12820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4499"
"12821",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR449A"
"12822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR449B"
"12823",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR449C"
"12824",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4500"
"12825",4,0,0,0,0,0,0,7,5,0,0,1,0,0,0,0,0,0,"MIR4500HG"
"12826",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4503"
"12827",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4505"
"12828",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4508"
"12829",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4509-1"
"12830",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4509-2"
"12831",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4509-3"
"12832",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR450A1"
"12833",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR450A2"
"12834",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR450B"
"12835",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4510"
"12836",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4511"
"12837",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4513"
"12838",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4514"
"12839",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4515"
"12840",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4516"
"12841",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4517"
"12842",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4518"
"12843",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4519"
"12844",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR451A"
"12845",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR451B"
"12846",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR452"
"12847",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4520A"
"12848",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4520B"
"12849",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4521"
"12850",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4522"
"12851",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4523"
"12852",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4524A"
"12853",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4526"
"12854",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4529"
"12855",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4530"
"12856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4531"
"12857",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4532"
"12858",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4533"
"12859",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4534"
"12860",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4535"
"12861",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4536-1"
"12862",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR454"
"12863",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4540"
"12864",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR455"
"12865",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4632"
"12866",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4633"
"12867",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4634"
"12868",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4635"
"12869",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4636"
"12870",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4637"
"12871",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4638"
"12872",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4639"
"12873",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4640"
"12874",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4641"
"12875",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4642"
"12876",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4643"
"12877",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4644"
"12878",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4645"
"12879",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4646"
"12880",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4647"
"12881",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4648"
"12882",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4649"
"12883",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4650-1"
"12884",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4650-2"
"12885",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4651"
"12886",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4652"
"12887",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4653"
"12888",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4654"
"12889",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4655"
"12890",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4656"
"12891",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4657"
"12892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4658"
"12893",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4659A"
"12894",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4659B"
"12895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4660"
"12896",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4661"
"12897",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4663"
"12898",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4664"
"12899",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4665"
"12900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4666A"
"12901",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4667"
"12902",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4668"
"12903",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4669"
"12904",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4670"
"12905",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4671"
"12906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4672"
"12907",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4673"
"12908",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4674"
"12909",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4675"
"12910",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4676"
"12911",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"MIR4677"
