"symbol","HPV+1","HPV+10","HPV+11","HPV+12","HPV+13","HPV+14","HPV+15","HPV+16","HPV+17","HPV+18","HPV+2","HPV+3","HPV+4","HPV+5","HPV+6","HPV+7","HPV+8","HPV+9"
"ADAMTS10",1317,18,288,453,1028,171,29,99,21,114,264,238,449,118,509,124,318,140
"ADAMTS12",183,5,24,44,147,15,2,138,23,42,17,3,33,3,4,61,3,216
"ADAMTS13",109,34,173,58,98,65,265,41,29,53,381,162,145,357,246,139,455,181
"ADAMTS14",875,17,340,181,121,76,163,432,11,63,148,105,369,56,203,211,646,314
"ADAMTS15",82,20,28,78,85,15,8,169,8,21,10,3,105,2,6,9,9,175
"ADAMTS16",87,0,0,7,15,4,0,82,7,1,0,2,4,5,0,7,11,2107
"ADAMTS17",1407,46,320,707,1124,588,380,106,91,513,293,843,204,184,174,294,67,1617
"ADAMTS18",19,0,1,82,22,1,3,39,3,7,1,9,6,6,1,191,8,405
"ADAMTS19",1,0,1,1,4,0,0,2,0,1,0,0,1,0,0,5,1,35
"ADAMTS2",6740,48,1786,1110,1858,364,92,3986,281,860,620,355,939,278,287,786,855,2279
"ADAMTS20",0,0,0,93,2,3,0,0,65,1,4,0,0,2,0,0,0,0
"ADAMTS3",23,115,62,36,117,19,54,32,7,14,8,2,38,6,8,45,3,403
"ADAMTS4",762,18,251,725,438,75,225,398,103,438,117,137,92,79,79,110,503,5488
"ADAMTS5",203,6,43,101,115,23,15,66,24,86,16,33,36,2,18,22,14,127
"ADAMTS6",166,4,91,78,43,37,3,92,33,55,31,23,65,17,58,28,29,56
"ADAMTS7",571,28,147,148,137,97,70,176,20,63,77,77,167,204,89,135,189,346
"ADAMTS8",34,0,19,42,27,5,1,6,0,18,4,1,6,4,16,2,0,113
"ADAMTS9",334,27,114,206,1309,66,36,204,39,224,38,34,169,27,96,104,41,10778
"ADAMTS9-AS2",2,0,0,5,20,2,0,4,0,3,3,0,0,0,2,0,1,26
"ADAMTSL1",80,1,55,94,25,5,0,13,8,24,9,2,28,5,13,9,11,450
"ADAMTSL2",448,60,244,201,149,126,60,57,40,90,113,113,191,44,147,116,101,116
"ADAMTSL3",24,56,68,25,7,426,6,26,113,55,8,4,5,24,35,8,6,58
"ADAMTSL4",648,527,390,219,80,769,218,1038,259,546,721,143,301,192,559,144,500,221
"ADAMTSL5",64,277,199,63,24,1573,451,693,686,89,827,33,23,526,945,25,294,26
"ADAP1",196,71,459,393,59,95,140,539,32,232,287,429,480,280,145,167,214,27
"ADAP2",370,60,748,304,107,348,149,334,372,854,271,138,356,106,263,287,153,149
"ADAR",13552,3422,16008,17559,12213,12268,6536,10771,6824,22489,18954,7604,7317,12867,6324,13774,8644,14285
"ADARB1",817,64,933,1155,1970,457,237,347,64,775,369,272,1095,118,424,406,356,2267
"ADARB2",740,17,609,1596,2223,4,223,113,6,583,58,1185,600,37,128,662,1,1818
"ADARB2-AS1",0,1,0,1,0,0,0,0,0,0,0,1,2,0,1,0,0,3
"ADAT1",281,119,315,298,308,613,122,393,139,926,383,120,114,204,160,217,117,732
"ADAT2",507,160,522,297,378,415,493,331,395,714,372,402,434,307,552,302,311,552
"ADAT3",330,70,193,183,133,395,283,246,273,477,507,479,155,182,514,261,702,94
"ADCK1",199,114,294,183,164,283,259,253,158,385,409,395,163,277,292,386,250,195
"ADCK2",1052,327,1194,708,1285,1273,644,777,697,1778,1295,905,721,625,932,869,1887,803
"ADCK5",655,191,447,357,254,1036,489,319,732,439,1027,539,461,1042,1522,347,1341,358
"ADCY1",96,21,94,132,35,19,29,22,16,35,14,18,57,79,20,79,17,152
"ADCY10",13,2,20,31,27,2,2,3,0,2,3,26,53,0,2,66,3,13
"ADCY2",103,6,11,413,27,4,0,17,0,2,5,22,128,0,5,904,13,170
"ADCY3",1892,555,1389,1211,1523,1436,815,544,881,3593,2419,1265,1178,874,1254,1766,1711,3181
"ADCY4",634,29,292,508,102,176,48,94,27,99,212,146,185,123,431,175,319,73
"ADCY5",789,141,888,314,250,90,375,40,10,64,111,721,49,58,654,540,139,520
"ADCY6",2029,384,1008,1207,2361,803,695,911,640,1426,1566,4207,1239,1684,879,2772,1339,1594
"ADCY7",1661,252,3536,2262,1590,881,691,2313,255,1614,1238,720,1343,536,1000,1441,2054,452
"ADCY8",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADCY9",1434,279,1273,999,568,247,417,628,179,612,656,1474,1014,321,519,2355,728,534
"ADCYAP1",22,0,70,59,270,15,1,21,0,19,9,12,7,4,10,11,0,420
"ADCYAP1R1",30,10,31,153,108,3,3,17,4,9,5,62,5,9,3,12,0,24
"ADD1",7081,1111,5754,6668,6186,3847,3604,3717,3118,8473,5313,4265,3566,2356,3080,5426,3152,5175
"ADD2",27,14,41,35,12,23,1,10,1,14,21,21,14,3,43,9,4,339
"ADD3",3524,1609,4840,6519,4040,1042,2010,4531,1035,27324,4708,3022,1992,1974,2005,2802,1196,4824
"ADGB",1,0,4,0,7,0,0,0,0,0,0,2,4,0,1,2,0,0
"ADGRA1",1,2,0,0,0,0,0,5,1,0,7,0,0,4,0,0,0,0
"ADGRA2",1739,94,1003,1349,763,659,128,813,120,592,371,204,578,183,328,902,201,1223
"ADGRA3",2235,218,1275,2428,1695,2175,606,534,514,2477,141,2703,1991,468,385,1418,674,2966
"ADGRB1",128,7,116,74,125,30,10,225,10,32,127,18,67,70,103,56,42,2183
"ADGRB2",960,43,512,405,1116,18,125,92,11,59,76,577,1046,98,37,596,85,570
"ADGRB3",8,0,5,17,12,2,0,2,0,1,2,2,3,0,0,2,0,9
"ADGRD1",161,1,79,161,82,9,2,54,4,53,22,20,1816,8,23,2184,8,7
"ADGRD2",6,24,5,3,1,14,11,13,14,13,66,92,66,68,36,54,0,10
"ADGRE1",27,3,287,25,139,11,4,7,4,77,32,32,21,3,23,40,8,10
"ADGRE2",678,34,740,276,111,256,62,211,76,274,207,120,380,60,129,254,157,145
"ADGRE3",43,0,18,39,2,4,1,5,0,4,2,1,0,4,4,3,1,0
"ADGRE4P",81,0,67,23,7,18,5,12,3,55,52,27,101,10,26,13,23,3
"ADGRE5",2021,281,4065,2733,1299,849,197,810,1465,3077,3179,977,1993,772,1032,2375,517,629
"ADGRF1",142,513,459,521,5,1207,2594,702,2571,3893,2396,71,27,594,803,8,1867,22
"ADGRF2",12,2,5,98,7,12,8,66,5,5,1,3,2,23,6,2,9,1
"ADGRF3",39,11,33,20,60,44,23,6,45,17,42,25,19,16,19,38,38,57
"ADGRF4",211,323,88,268,20,1037,1435,1176,1044,2034,549,19,59,987,412,107,1184,24
"ADGRF5",1693,94,412,1124,607,256,134,433,195,560,236,130,302,64,107,258,88,572
"ADGRG1",2914,1987,2684,1878,990,5500,3293,6421,1993,5253,3088,2710,1208,3221,2404,1709,2726,1068
"ADGRG2",65,0,182,147,109,71,1,11,0,65,12,10,24,2,50,1092,3,100
"ADGRG3",11,4,38,51,8,13,7,3,5,26,45,4,16,21,15,103,24,29
"ADGRG4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"ADGRG5",230,79,668,521,119,184,21,43,25,202,282,221,322,95,443,251,32,8
"ADGRG6",2831,763,1826,621,1009,1783,883,632,722,2471,421,2109,2040,629,642,1745,606,1343
"ADGRG7",3,2,8,1,2,0,0,51,1,0,0,4,2,0,0,7,0,4
"ADGRL1",1072,397,1060,1379,2005,655,151,1437,746,1664,3515,2128,926,1967,1198,674,243,1564
"ADGRL2",1995,887,1358,2287,4717,1106,385,3792,616,7436,1267,480,375,305,912,1312,229,3396
"ADGRL3",130,72,31,329,1094,2,42,54,52,151,103,1,16,26,18,107,21,357
"ADGRL4",589,63,571,786,414,279,76,285,279,533,140,103,257,56,142,185,25,652
"ADGRV1",914,571,278,1157,641,395,354,748,739,1281,1264,342,438,465,235,961,337,4
"ADH1A",1,0,0,5,0,1,2,0,0,1,2,1,1,2,0,0,0,0
"ADH1B",62,0,190,331,12,30,0,3,4,24,1,2,9,0,44,2,0,0
"ADH1C",72,930,1,3993,0,2723,0,6,443,64,4,32,1,0,203,2,2,0
"ADH4",2,0,1,4,0,0,0,1,0,7,4,1,2,0,3,1,1,0
"ADH5",8014,3617,7680,9196,5883,13847,6256,5957,14441,23621,9723,7558,3951,4913,5632,4279,10241,6346
"ADH6",19,1,0,166,2,3,1,11,1,8,6,1,1,3,11,5,10,7
"ADH7",357,2998,3810,484,177,946,1930,5478,6356,8863,3070,837,1723,4238,3956,14,5958,40
"ADHFE1",85,88,181,147,76,208,187,63,55,74,166,139,62,110,301,31,137,89
"ADI1",3235,2086,4453,5002,3647,5591,5510,2815,3872,7433,4907,4500,3373,2914,3179,3533,2374,3763
"ADIG",2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"ADIPOQ",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ADIPOR1",4387,2499,4685,4537,3611,8619,6405,7873,5287,12334,5450,3415,3170,3717,3601,3788,3631,3464
"ADIPOR2",3767,1658,4241,3140,3402,6540,3553,4853,3177,6519,3394,4212,2307,2899,2058,3768,2163,2761
"ADIRF",459,1099,2252,1811,624,13185,3808,4229,38387,5706,951,1949,5736,5941,6005,3934,14725,314
"ADK",1185,1008,1985,2483,2337,3498,2066,1496,2062,2177,1473,1459,1273,1122,868,1690,769,1123
"ADM",1871,532,919,843,930,4453,4045,5726,2850,2907,3397,1203,1497,1732,1186,989,2186,334
"ADM2",1206,110,547,1883,3278,87,124,234,86,211,229,614,821,118,493,1640,217,1655
"ADM5",88,12,59,37,144,64,90,48,29,41,80,151,185,222,225,112,213,41
"ADNP",5025,1672,3986,3928,5591,4830,3921,3467,4188,10922,4949,4652,2906,2667,2206,7424,2349,6711
"ADNP2",2059,581,1444,2707,3293,2160,1971,1215,1738,3541,1164,2142,1073,743,818,1603,1193,1947
"ADO",910,476,1603,1288,2858,1098,1281,1082,882,2009,943,836,1065,601,619,1282,604,2877
"ADORA1",117,32,82,378,75,20,9,84,11,53,24,113,16,34,52,74,21,274
"ADORA2A",379,35,823,769,421,220,96,137,53,381,323,295,442,78,215,543,43,216
"ADORA2A-AS1",20,23,69,90,113,4,11,27,5,22,30,154,405,17,27,141,1,65
"ADORA2B",982,465,496,138,458,858,1299,493,747,1577,682,332,1051,504,400,259,561,1371
"ADORA3",91,37,355,66,87,26,72,89,227,339,130,47,149,86,32,33,104,83
"ADPGK",3395,746,4123,2683,2585,2885,2604,1760,1655,3466,2608,2665,1690,1521,1960,1549,1999,1084
"ADPRH",345,38,694,705,397,199,65,109,99,262,196,301,299,60,219,405,65,279
"ADPRHL1",53,5,30,36,61,72,57,18,11,11,47,41,24,37,32,13,69,86
"ADPRHL2",1705,598,1931,1366,1396,3123,1780,1202,2051,2882,2311,1323,1219,1574,1621,1148,1820,1555
"ADPRM",234,72,270,244,429,265,216,129,279,390,123,196,124,77,128,205,76,523
"ADRA1A",3,0,2,8,2,0,0,0,0,1,0,2,0,0,0,3,0,0
"ADRA1B",182,0,32,89,324,8,10,0,1,16,0,30,249,0,4,180,1,19
"ADRA1D",7,0,1,10,6,0,4,4,0,0,1,0,1,1,2,5,2,8
"ADRA2A",367,20,2470,1293,48,328,6,150,20,394,329,54,63,26,392,16,22,24
"ADRA2B",32,33,185,310,178,25,39,53,8,16,17,127,33,45,43,22,16,230
"ADRA2C",18,14,36,167,130,24,7,15,15,12,12,9,101,116,24,120,43,15
"ADRB1",12,0,99,40,7,10,12,2,9,5,9,4,25,18,12,7,32,4
"ADRB2",2172,238,893,2487,2256,1158,1658,1048,1131,787,362,1203,447,757,280,192,29,205
"ADRB3",6,1,2,2,10,0,1,0,1,0,18,93,25,0,10,170,1,0
"ADRM1",5791,1386,4117,2627,3935,5873,3541,5607,4078,7202,7933,6288,5549,3772,3748,5201,4441,3849
"ADSL",1687,610,1748,1466,1933,1818,1290,829,1183,2207,1294,1226,1171,1047,923,1126,693,2041
"ADSS1",79,136,170,64,375,1678,1034,212,637,163,350,273,140,935,70,398,735,22
"ADSS2",3572,1541,3251,3825,4373,4891,3038,4344,3354,8339,3822,2412,1552,2128,2582,2619,2310,4405
"ADTRP",273,20,432,370,958,54,123,156,19,206,73,210,178,59,63,1197,37,1476
"AEBP1",17679,163,3874,4778,4624,1936,608,6501,578,1824,2246,970,2070,1358,1450,1546,3656,7853
"AEBP2",2109,953,2202,2379,3097,2074,2972,2940,1779,5483,1728,2781,1301,1563,1109,1952,1049,2523
"AEN",884,316,1230,1130,698,1501,1385,1302,679,1838,1400,785,366,724,1097,595,691,1167
"AFAP1",4352,175,1567,4260,5032,2199,1793,1260,891,3451,2226,2483,1504,499,845,2552,1805,4307
"AFAP1-AS1",47,5,319,688,282,912,10,8,111,414,57,31,52,85,95,31,433,151
"AFAP1L1",798,154,245,476,308,552,382,218,319,682,87,180,393,104,254,230,87,594
"AFAP1L2",1220,623,1736,1668,835,1531,2464,1807,241,554,367,1575,1515,1035,508,876,1114,902
"AFDN",3952,1563,3922,3331,4328,3828,4407,4094,4052,6759,2392,3515,2875,2173,3019,3212,2019,950
"AFDN-DT",14,4,18,4,10,16,27,13,24,13,16,11,13,15,40,7,13,1
"AFF1",3597,1179,3225,4583,6780,5720,3830,3390,1746,6122,3167,4926,2539,2417,1246,4092,1892,1793
"AFF2",443,2,96,720,421,47,638,18,44,772,7,323,19,9,256,51,557,105
"AFF3",47,3,293,308,42,113,6,77,9,174,47,66,401,5,134,56,15,8
"AFF4",3389,1204,3026,4748,5423,3860,3608,4454,2696,7937,2903,1195,1548,1653,1657,5438,1518,5940
"AFG1L",79,35,131,79,105,118,84,136,115,173,100,59,46,61,61,71,85,158
"AFG3L1P",722,256,799,501,425,934,1154,505,342,781,984,600,486,1000,882,407,872,624
"AFG3L2",3211,1284,3416,2799,4550,4757,3155,1929,3077,10200,3392,3147,2169,2147,2227,2631,4038,4401
"AFM",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AFMID",1091,342,792,663,802,1389,962,574,1099,1598,1184,808,838,915,715,768,697,1191
"AFP",6,2,0,13,0,0,0,0,0,0,0,0,1,0,0,0,0,1
"AFTPH",3588,1245,3161,3989,3911,3315,3186,3071,2694,7366,1953,1805,1478,1417,1466,1834,2439,2636
"AGA",458,316,1276,929,1073,1349,839,1111,669,1452,644,524,293,301,309,471,344,651
"AGAP1",3835,200,842,2433,2161,741,1051,619,495,2313,1162,3219,1193,696,854,667,845,2367
"AGAP11",60,17,102,89,71,825,161,248,224,68,35,86,137,326,316,372,1158,49
"AGAP2",467,28,754,583,315,220,40,149,62,394,469,247,367,139,372,448,104,39
"AGAP2-AS1",430,246,249,323,147,360,274,471,189,255,706,683,222,377,337,443,280,442
"AGAP3",2830,251,2142,1993,2252,1635,1317,2072,1133,1866,3130,2910,2035,2441,2239,1464,4958,2106
"AGAP4",226,38,261,97,81,203,295,56,77,140,142,327,237,193,247,149,240,138
"AGAP5",160,43,192,170,142,152,164,111,63,160,197,174,160,202,159,174,135,144
"AGAP6",649,104,859,546,511,518,612,359,158,542,993,819,731,674,746,630,489,540
"AGAP7P",33,11,29,139,108,36,26,79,11,16,185,86,55,18,39,32,15,21
"AGAP9",25,2,13,26,28,23,16,8,3,16,38,38,28,18,24,25,22,9
"AGBL1",0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"AGBL2",122,11,68,40,103,28,16,46,1,38,33,28,63,16,28,71,55,116
"AGBL3",23,1,10,30,34,15,4,7,19,30,14,13,52,5,8,20,11,26
"AGBL4",4,0,5,2,26,0,0,0,0,0,1,4,0,0,1,4,0,9
"AGBL5",610,393,713,533,1674,994,546,415,591,1410,1237,944,621,813,362,582,532,1677
"AGER",484,36,383,271,189,289,186,108,60,152,522,468,390,626,615,195,625,156
"AGFG1",4673,1002,2840,3826,3045,2401,7071,3653,3312,10502,3822,2914,2026,2317,1638,1862,2972,7618
"AGFG2",828,296,981,803,493,517,541,661,594,744,1534,553,465,565,716,485,839,204
"AGGF1",1592,752,1960,1814,3019,2659,1430,1338,1232,3623,1284,1215,1113,886,826,1642,708,2489
"AGK",1482,437,1197,1368,1446,1756,1178,1150,1097,1508,1677,1172,991,869,990,1105,1397,924
"AGL",2003,3517,2013,2536,2491,6185,3082,1628,3409,5925,5025,1593,1379,1108,2599,1539,3389,1720
"AGMAT",92,44,273,124,102,123,101,63,83,253,355,195,171,188,169,138,9,70
"AGMO",6,7,3,151,8,1,1,2,4,0,42,16,0,1,0,4,1,2
"AGO1",1394,505,1308,1677,1608,2967,1749,629,1355,3862,1827,1328,1044,1879,961,1108,1189,2359
"AGO2",582,252,236,447,411,886,325,297,331,1002,442,343,130,446,486,434,265,635
"AGO3",309,82,232,274,134,342,203,165,129,598,242,126,118,119,129,191,148,368
"AGO4",792,271,1195,1626,1749,1908,1056,572,1238,2448,1133,1190,403,846,827,938,714,995
"AGPAT1",1879,678,2237,2140,1886,2521,1350,1435,1136,1789,2065,1324,895,1482,1107,1271,1100,2789
"AGPAT2",1052,709,1473,723,220,637,1177,1918,1400,512,1151,401,813,1252,642,364,2059,754
"AGPAT3",8899,703,4446,4518,3510,2503,1416,2051,830,4849,2976,3180,3218,1953,1828,4788,4277,4522
"AGPAT4",328,250,140,145,116,83,207,935,150,175,91,40,128,199,206,72,202,649
"AGPAT4-IT1",3,5,1,5,1,5,2,19,1,2,1,3,6,5,9,5,2,11
"AGPAT5",2237,627,1741,2535,4549,1962,1822,1731,3501,7142,2103,2652,1477,1210,2643,1678,2737,4592
"AGPS",1557,1047,1978,1167,1057,6547,1898,2391,1916,4249,1933,1199,1306,1312,1098,1494,1706,2486
"AGR2",495,286,999,510,15,10466,1056,478,4245,2750,2508,483,79,209,2587,13,307,32
"AGR3",5,0,11,21,0,786,2,26,1,5,0,1,0,0,2,0,0,0
"AGRN",15574,5077,15864,10763,4544,10337,8197,7377,4614,9415,17445,17409,16624,9499,6363,10705,15522,18616
"AGRP",0,0,0,0,0,0,1,1,1,1,0,0,1,2,1,0,3,0
"AGT",162,0,8,98,5,17,5,12,11,10,2,13,6,2,2,5,11,52
"AGTPBP1",1209,349,831,1263,1375,952,928,554,1317,1952,849,796,985,515,681,1127,620,623
"AGTR1",16,0,0,12,4,1,0,31,0,1,0,1,4,0,1,1,4,9
"AGTR2",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AGTRAP",1107,857,1884,815,659,3528,912,1650,1578,2611,1931,698,953,980,1039,660,1899,1674
"AGXT",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
"AGXT2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"AHCTF1",2725,1054,2716,2578,3766,4378,3234,3067,2328,9410,2938,1936,1814,1809,1704,2237,1692,4416
"AHCY",4687,1605,4232,3174,4478,8412,7148,3882,7312,13006,6946,9580,5092,4043,4676,7248,4705,6911
"AHCYL1",4784,1596,4749,4802,5288,5967,3642,2869,3289,9399,4618,3753,2956,1655,2870,4402,2944,7551
"AHCYL2",1893,233,949,1394,1312,1071,688,642,933,2163,916,444,526,468,399,1785,1597,2028
"AHDC1",4224,680,1502,2464,2923,3905,1713,2373,1552,3531,3432,2593,2291,1962,1785,3690,2662,2906
"AHI1",880,122,620,433,640,427,420,334,440,873,429,363,763,188,276,618,321,1353
"AHNAK",24973,22807,26321,42440,32157,45664,31382,90347,16646,29010,39738,27469,14859,31777,16214,22219,35257,10902
"AHNAK2",901,6422,1049,2460,787,4209,2247,11724,3368,1196,1873,4194,1936,4012,1172,239,1874,625
"AHR",2932,627,5580,4038,3293,5275,5213,3658,4177,6311,2033,1306,2523,1156,1051,1748,1672,2500
"AHRR",163,38,196,527,78,76,180,140,94,177,57,161,667,100,118,93,9,86
"AHSA1",2160,1270,3886,1933,1497,5688,3182,3254,3847,10611,2865,2689,1491,2792,2488,2111,1661,2406
"AHSA2P",2174,275,1629,1169,1849,1898,1430,507,430,1294,1978,1604,1858,1124,1644,2077,4321,1138
"AHSG",0,0,0,0,2,0,1,4,0,1,0,0,0,0,1,0,3,0
"AHSP",3,0,3,1,0,1,2,0,0,1,0,1,1,2,3,1,1,0
"AICDA",18,1,93,66,8,84,0,0,2,24,6,1,10,1,43,3,1,0
"AIDA",4327,1420,4053,3965,4010,5010,3524,4278,3734,13085,2994,1700,2753,2205,1660,2810,3019,7117
"AIF1",1556,142,4148,1075,627,535,341,421,391,1931,939,643,1439,281,491,725,487,237
"AIF1L",878,324,646,1267,128,1584,631,534,948,565,25,1038,753,170,259,53,270,1181
"AIFM1",1702,405,1928,1227,1240,1679,942,981,1105,2198,1278,1643,1136,871,886,999,829,1011
"AIFM2",391,222,879,465,437,987,305,499,329,460,788,609,990,313,235,949,501,420
"AIFM3",58,30,54,19,16,88,88,20,45,47,71,72,57,155,35,36,703,19
"AIG1",736,472,857,517,193,885,1173,1092,897,1295,435,627,678,267,476,351,452,669
"AIM2",190,387,1924,688,183,1579,125,1644,1467,461,3692,143,171,5600,814,194,807,7
"AIMP1",2020,871,2437,2094,3070,2870,2645,2122,2848,3980,2148,1798,1416,1215,1503,1487,2192,2370
"AIMP2",753,234,458,399,649,1042,480,657,247,1097,911,464,501,520,523,510,697,638
"AIP",1834,715,2552,2016,2135,2410,2019,870,2407,2898,1775,1871,1096,1101,1287,1691,976,1767
"AIPL1",25,0,25,19,22,0,1,0,1,0,3,0,229,1,0,35,4,0
"AIRE",36,0,15,56,5,5,0,4,0,0,3,17,3,0,32,219,1,1
"AJAP1",6,0,78,16,61,14,9,119,4,23,9,1,9,0,2,4,2,793
"AJM1",498,15,159,74,397,56,36,43,37,64,92,459,256,123,97,1777,141,78
"AJUBA",4184,864,2329,3728,5777,4192,1836,1234,1937,6731,1920,1989,2495,1527,954,2476,1476,2437
"AK1",1441,585,1410,809,1053,597,980,1226,638,1212,933,865,1331,711,1120,1037,690,677
"AK2",10459,3348,8559,5131,6936,8031,9081,5912,10145,15738,10824,7393,6121,5468,7072,4845,5641,9955
"AK3",2792,1007,4801,3122,3428,3635,2782,2606,3537,4459,3102,3253,2059,3154,2108,4317,2881,2721
"AK4",219,1300,826,281,287,1484,4244,2417,2961,5162,2036,582,444,1769,953,138,1010,572
"AK5",40,2,29,20,79,3,11,28,4,18,4,7,31,2,8,6,4,59
"AK7",2,39,21,19,38,88,44,8,22,20,11,1,24,5,18,11,90,10
"AK8",75,4,168,56,29,17,10,46,50,15,12,53,82,11,57,22,21,58
"AK9",143,78,183,149,329,212,225,118,239,302,186,210,95,138,88,188,94,431
"AKAIN1",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKAP1",2930,1018,2022,1339,2070,5108,1779,1665,1897,7041,3056,2589,1557,2288,2039,2375,1927,4222
"AKAP10",777,252,626,600,974,691,568,565,597,1669,662,538,472,366,347,702,318,1041
"AKAP11",1598,550,2955,2705,2649,2436,2289,2313,1963,3851,1240,1193,1179,655,827,2959,1169,3441
"AKAP12",508,10,296,661,157,82,15,208,41,319,69,20,137,18,61,77,28,335
"AKAP13",4685,1461,4730,6057,3131,4036,2792,3655,1402,6935,5355,2222,1683,2520,3263,2043,2335,3233
"AKAP14",1,0,16,0,4,0,0,1,0,0,1,0,1,0,0,0,0,1
"AKAP17A",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKAP2",5,0,2,4,2,3,0,2,1,6,1,1,1,0,2,7,0,6
"AKAP3",13,19,19,106,44,42,15,19,18,44,22,14,26,13,28,14,10,212
"AKAP4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKAP5",181,46,735,216,389,220,89,101,51,322,174,249,179,93,52,182,47,98
"AKAP6",143,30,200,97,367,23,61,37,17,103,39,86,149,15,27,158,15,190
"AKAP7",862,82,488,218,1023,57,102,323,84,131,168,300,199,61,103,232,145,526
"AKAP8",1785,534,1634,1417,1556,2032,1694,1281,1566,3896,1850,2124,1221,1118,1760,1880,1798,1588
"AKAP8L",2479,465,2289,2091,2145,1717,1703,1714,1630,2876,2692,3523,1908,2129,2565,3049,2633,2678
"AKAP9",2316,828,2738,3829,2896,3107,1442,2207,1423,3521,2589,1511,1288,1032,1003,2288,1741,3969
"AKIP1",988,433,728,900,679,619,519,558,351,1277,796,610,493,268,527,567,414,624
"AKIRIN1",2523,811,2319,3049,2380,2931,2776,2490,2116,6305,2332,1136,1586,1396,1647,3331,1384,5100
"AKIRIN2",2177,664,2276,1678,1740,1648,3786,2135,1865,3065,1854,1248,912,1658,1078,1531,873,2474
"AKNA",2678,322,5236,4541,2752,1663,724,821,383,3004,2562,2141,2333,975,2054,2958,708,463
"AKNAD1",0,1,0,4,0,214,1,4,10,1,0,0,0,0,1,0,0,1
"AKR1A1",5463,2667,6634,4445,3927,12207,5587,2884,10561,13617,10068,4003,4733,6001,6332,3498,6140,2408
"AKR1B1",1157,462,2020,1269,1959,337,838,1262,655,1445,582,1756,1366,800,645,1769,849,2753
"AKR1B10",393,1274,209,298,43,572,3141,8840,2043,4302,116,96,36,1573,154,142,697,268
"AKR1B15",12,19,13,18,6,107,182,116,111,203,5,2,1,80,70,8,506,6
"AKR1C1",1708,1063,91,4657,79,2278,536,600,1902,2837,203,194,11,185,181,558,1024,196
"AKR1C2",805,2087,48,632,98,3840,1218,1106,1717,4076,229,145,184,407,453,267,2164,114
"AKR1C3",183,555,147,691,56,165,323,1534,1237,2919,166,47,24,282,156,138,728,178
"AKR1C4",0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
"AKR1C8P",1,0,0,2,2,0,0,0,2,0,2,0,0,0,0,0,0,25
"AKR1D1",0,0,0,0,0,1,0,1,0,0,0,2,0,0,3,0,0,0
"AKR1E2",213,70,10,100,99,209,139,45,100,285,127,160,37,166,82,71,92,18
"AKR7A2",1480,512,1167,1041,1295,3017,1410,879,1419,3134,2031,1181,1203,1217,1431,960,1021,1859
"AKR7A2P1",5,0,1,1,8,5,6,4,0,16,3,4,3,2,2,12,1,6
"AKR7A3",38,57,38,8,20,380,89,41,177,124,264,123,27,183,223,25,289,38
"AKR7L",11,6,21,14,45,51,12,13,25,25,78,46,38,58,95,21,145,20
"AKT1",3828,1738,5032,3444,2943,7723,5809,2321,5024,6765,5409,4857,2491,6038,4141,2741,5432,4932
"AKT1S1",2939,889,2094,1373,1842,2381,1807,2331,2452,4333,2802,3257,1688,1553,2365,2623,2850,2311
"AKT2",4737,1263,3629,3355,3545,4482,2866,2901,3097,6546,4432,6406,3036,3159,4106,4396,2762,3717
"AKT3",4521,202,1109,3062,4816,264,117,1902,265,668,546,1947,2682,132,187,2654,82,2904
"AKTIP",461,282,829,747,590,1164,891,995,1171,1417,655,421,135,568,669,525,599,390
"ALAD",1730,620,1960,1825,1907,2394,1770,1461,1750,2462,2050,1211,1120,1524,734,1410,1021,1422
"ALAS1",1708,656,1261,1373,1327,2268,1158,1495,2995,4353,2676,1345,1027,1065,1478,1515,1119,1449
"ALAS2",2,0,0,1,5,0,2,3,0,4,0,0,3,0,2,1,1,0
"ALB",1,0,18,6,34,2,2,2,1,4,9,2,42,0,2,8,1,16
"ALCAM",3932,4331,1814,6387,5919,3497,919,3880,11406,4940,8211,11961,5008,511,5094,931,712,1289
"ALDH16A1",3046,818,3144,2019,1989,3113,1782,1847,2230,3564,3971,5289,2995,1860,3360,3119,2774,2027
"ALDH18A1",1742,892,2796,3738,2505,2295,1878,2160,1669,3551,1897,2141,1544,1283,1419,2141,798,4617
"ALDH1A1",4098,970,2038,2211,504,482,31,1217,413,7725,5117,87,118,202,10766,92,90,68
"ALDH1A2",18,0,269,25,10,2,1,0,7,7,9,4,9,6,3,28,6,2
